surface,kana,source_id,reason,notes
"音楽","おんがく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"温泉","おんせん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"温度","おんど","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"女","おんな","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"女子","おんなのこ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"会","かい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"外","がい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"海岸","かいがん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"会議","かいぎ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"外交","がいこう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"外国","がいこく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"外国語","がいこくご","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"外国人","がいこくじん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"会社","かいしゃ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"解釈","かいしゃく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"外出","がいしゅつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"会場","かいじょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"階段","かいだん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"かいとう","かいとう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"買物","かいもの","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"会話","かいわ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"買","かう","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"かえす","かえす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"却","かえって","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"かえる","かえる","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"顔","かお","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"化学","かがく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"鏡","かがみ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"係","かかり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"かかる","かかる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"鍵","かぎ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"限","かぎる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"書","かく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"嗅","かぐ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"学","がく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"確実","かくじつ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"隠","かくす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"学生","がくせい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"学問","がくもん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"隠","かくれる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"かげ","かげ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"掛","かける","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"過去","かこ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"囲","かこむ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"傘","かさ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"重","かさなる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"重","かさねる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"飾","かざる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"菓子","かし","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"火事","かじ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"賢","かしこい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"貸","かす","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"数","かず","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ガス","がす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"風","かぜ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"数","かぞえる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"家族","かぞく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"方","かた","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"堅","かたい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"片仮名","かたかな","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"形","かたち","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"片付","かたづける","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"傾","かたむく","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"価値","かち","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"勝","かつ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"がっかり","がっかり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"格好","かっこう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"学校","がっこう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"活動","かつどう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"家庭","かてい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"角","かど","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
